,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
524,Balwyn,142 Balwyn Rd,2,h,1850000.0,VB,Fletchers,6/08/2016,9.7,3103.0,3.0,1.0,1.0,1015.0,166.0,1930.0,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682.0
528,Balwyn,3/18 Weir St,2,h,500000.0,S,Marshall,7/05/2016,9.7,3103.0,2.0,1.0,1.0,0.0,72.0,1960.0,Boroondara,-37.8162,145.0841,Southern Metropolitan,5682.0
532,Balwyn,1/252 Union Rd,2,u,526000.0,S,hockingstuart,10/09/2016,9.7,3103.0,2.0,1.0,1.0,0.0,73.0,1960.0,Boroondara,-37.8144,145.0993,Southern Metropolitan,5682.0
536,Balwyn,11/22 Brenbeal St,2,t,760000.0,S,Christopher,10/12/2016,9.7,3103.0,2.0,1.0,1.0,121.0,100.0,1960.0,Boroondara,-37.8112,145.0881,Southern Metropolitan,5682.0
540,Balwyn,25 Percy St,5,h,2550000.0,S,Marshall,10/12/2016,9.7,3103.0,5.0,3.0,2.0,642.0,,1930.0,Boroondara,-37.8096,145.0735,Southern Metropolitan,5682.0
544,Balwyn,4/4 Raynes St,2,t,700000.0,VB,Noel,13/08/2016,9.7,3103.0,2.0,1.0,1.0,104.0,,,Boroondara,-37.8061,145.0878,Southern Metropolitan,5682.0
548,Balwyn,6/29 Weir St,2,u,460000.0,VB,Jellis,16/04/2016,9.7,3103.0,2.0,1.0,1.0,0.0,79.0,1950.0,Boroondara,-37.8152,145.0839,Southern Metropolitan,5682.0
552,Balwyn,1/32 Yerrin St,3,t,1472000.0,S,Noel,16/07/2016,9.7,3103.0,3.0,2.0,2.0,306.0,170.0,1995.0,Boroondara,-37.8106,145.0848,Southern Metropolitan,5682.0
556,Balwyn,2 Birtles Ct,5,h,3000000.0,VB,Jellis,18/06/2016,9.7,3103.0,5.0,5.0,2.0,671.0,,,Boroondara,-37.8025,145.0665,Southern Metropolitan,5682.0
560,Balwyn,1 Knutsford St,4,h,2900000.0,VB,Marshall,22/05/2016,9.7,3103.0,4.0,3.0,2.0,596.0,,,Boroondara,-37.815,145.076,Southern Metropolitan,5682.0
564,Balwyn,27 Metung St,4,h,2410000.0,S,Fletchers,24/09/2016,9.7,3103.0,4.0,2.0,1.0,685.0,207.0,1940.0,Boroondara,-37.8056,145.071,Southern Metropolitan,5682.0
568,Balwyn,3/14 Weir St,3,t,1385000.0,S,Jellis,25/02/2017,9.7,3103.0,3.0,2.0,2.0,190.0,,,Boroondara,-37.8164,145.0846,Southern Metropolitan,5682.0
572,Balwyn,47 Naroo St,3,h,1750000.0,VB,Jellis,27/11/2016,9.7,3103.0,3.0,2.0,3.0,613.0,193.0,1943.0,Boroondara,-37.8056,145.0688,Southern Metropolitan,5682.0
576,Balwyn,2 Pembroke Rd,3,h,2950000.0,S,Jellis,28/05/2016,9.7,3103.0,4.0,2.0,2.0,650.0,,,Boroondara,-37.8167,145.0797,Southern Metropolitan,5682.0
580,Balwyn,29 Sevenoaks St,5,h,3900000.0,PI,Jellis,28/08/2016,9.7,3103.0,5.0,7.0,6.0,0.0,,,Boroondara,-37.8049,145.0748,Southern Metropolitan,5682.0
584,Balwyn,5 Shrimpton Ct,2,h,1010000.0,PI,Marshall,30/07/2016,9.7,3103.0,2.0,0.0,0.0,1611.0,,,Boroondara,-37.8092,145.1016,Southern Metropolitan,5682.0
588,Balwyn North,32 Jaserfold St,2,h,1080000.0,S,Jellis,3/09/2016,9.2,3104.0,2.0,1.0,1.0,253.0,,,Boroondara,-37.7912,145.085,Southern Metropolitan,7809.0
592,Balwyn North,30 Hood St,4,h,1900000.0,VB,Fletchers,3/12/2016,9.2,3104.0,4.0,2.0,2.0,642.0,215.0,1955.0,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809.0
596,Balwyn North,3 Highbury St,3,h,2000000.0,S,R&H,4/03/2017,9.2,3104.0,3.0,1.0,3.0,772.0,,,Boroondara,-37.7938,145.0732,Southern Metropolitan,7809.0
600,Balwyn North,6 Stuart Ct,4,h,1825000.0,S,Fletchers,4/03/2017,9.2,3104.0,4.0,2.0,3.0,736.0,225.0,1958.0,Boroondara,-37.7944,145.1028,Southern Metropolitan,7809.0
604,Balwyn North,45 Cityview Rd,4,h,1750000.0,PI,Ray,6/08/2016,9.2,3104.0,4.0,3.0,3.0,667.0,,,Boroondara,-37.7898,145.079,Southern Metropolitan,7809.0
608,Balwyn North,30 Clifton St,4,h,1572000.0,S,hockingstuart,7/05/2016,9.2,3104.0,4.0,2.0,2.0,662.0,330.0,1965.0,Boroondara,-37.798,145.1007,Southern Metropolitan,7809.0
612,Balwyn North,5 Carrington St,4,h,1850000.0,VB,Jellis,7/11/2016,9.2,3104.0,4.0,2.0,2.0,619.0,254.0,1990.0,Boroondara,-37.8025,145.0843,Southern Metropolitan,7809.0
616,Balwyn North,2/34 Doncaster Rd,3,u,1050000.0,S,Fletchers,8/10/2016,9.2,3104.0,3.0,2.0,2.0,244.0,,,Boroondara,-37.7933,145.0672,Southern Metropolitan,7809.0
620,Balwyn North,39 Kawarren St,4,h,1388800.0,S,Jellis,10/09/2016,9.2,3104.0,3.0,2.0,1.0,517.0,247.0,1970.0,Boroondara,-37.783,145.0926,Southern Metropolitan,7809.0
624,Balwyn North,53 Sweyn St,2,h,1400000.0,S,Noel,10/12/2016,9.2,3104.0,2.0,1.0,1.0,694.0,,,Boroondara,-37.7941,145.1042,Southern Metropolitan,7809.0
628,Balwyn North,23a The Boulevard,5,h,2200000.0,VB,Noel,12/06/2016,9.2,3104.0,5.0,3.0,2.0,900.0,355.0,1955.0,Boroondara,-37.7868,145.0677,Southern Metropolitan,7809.0
632,Balwyn North,1 Bolinda Rd,3,h,1700000.0,VB,Fletchers,13/08/2016,9.2,3104.0,3.0,2.0,3.0,763.0,168.0,1960.0,Boroondara,-37.7935,145.0865,Southern Metropolitan,7809.0
636,Balwyn North,2 Tudor Ct,7,h,2600000.0,PI,Barry,14/05/2016,9.2,3104.0,5.0,3.0,3.0,637.0,529.0,2008.0,Boroondara,-37.7898,145.0967,Southern Metropolitan,7809.0
640,Balwyn North,42 Maud St,3,h,1480000.0,PI,Jellis,15/10/2016,9.2,3104.0,3.0,1.0,4.0,605.0,116.0,1950.0,Boroondara,-37.7951,145.0696,Southern Metropolitan,7809.0
644,Balwyn North,48 Hosken St,4,h,2525000.0,PI,Jellis,16/04/2016,9.2,3104.0,4.0,2.0,2.0,1235.0,196.0,1960.0,Boroondara,-37.7988,145.089,Southern Metropolitan,7809.0
648,Balwyn North,45 Woodville St,4,h,1712000.0,S,Fletchers,17/09/2016,9.2,3104.0,3.0,2.0,2.0,639.0,,,Boroondara,-37.7879,145.0929,Southern Metropolitan,7809.0
652,Balwyn North,9 Seattle St,4,h,1675000.0,S,Fletchers,18/03/2017,9.2,3104.0,4.0,2.0,2.0,667.0,201.0,1974.0,Boroondara,-37.7835,145.0883,Southern Metropolitan,7809.0
656,Balwyn North,9 Stephens St,5,h,4000000.0,PI,Marshall,18/06/2016,9.2,3104.0,5.0,5.0,4.0,1364.0,518.0,2013.0,Boroondara,-37.7961,145.0859,Southern Metropolitan,7809.0
660,Balwyn North,28 Severn St,3,h,2100000.0,VB,Jellis,19/11/2016,9.2,3104.0,3.0,2.0,3.0,949.0,175.0,1940.0,Boroondara,-37.796,145.0696,Southern Metropolitan,7809.0
664,Balwyn North,85a Woodville St,3,h,1335000.0,S,Fletchers,22/05/2016,9.2,3104.0,3.0,2.0,2.0,368.0,177.0,2009.0,Boroondara,-37.7846,145.0935,Southern Metropolitan,7809.0
668,Balwyn North,11 Highview Rd,5,h,1500000.0,VB,hockingstuart,23/04/2016,9.2,3104.0,5.0,2.0,2.0,605.0,,,Boroondara,-37.7832,145.0796,Southern Metropolitan,7809.0
672,Balwyn North,19 Hedderwick St,4,h,1250000.0,VB,Marshall,25/02/2017,9.2,3104.0,4.0,2.0,2.0,644.0,153.0,1950.0,Boroondara,-37.7997,145.0993,Southern Metropolitan,7809.0
676,Balwyn North,16 Nevada St,4,h,1700000.0,VB,Jellis,27/06/2016,9.2,3104.0,3.0,2.0,5.0,754.0,175.0,1960.0,Boroondara,-37.786,145.0886,Southern Metropolitan,7809.0
680,Balwyn North,11 Milfay Ct,3,h,1651000.0,S,Nelson,27/11/2016,9.2,3104.0,3.0,1.0,2.0,657.0,151.0,1960.0,Boroondara,-37.7895,145.0985,Southern Metropolitan,7809.0
684,Balwyn North,15 Ellendale St,3,h,1038000.0,S,Christopher,28/05/2016,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809.0
688,Balwyn North,10 Hood St,4,h,2155000.0,S,Jellis,28/08/2016,9.2,3104.0,4.0,2.0,3.0,620.0,,,Boroondara,-37.7985,145.0707,Southern Metropolitan,7809.0
692,Balwyn North,2/3 Hatfield St,2,u,691500.0,S,Fletchers,30/07/2016,9.2,3104.0,3.0,1.0,1.0,0.0,102.0,1968.0,Boroondara,-37.7938,145.0666,Southern Metropolitan,7809.0
696,Bentleigh,1/236 Patterson Rd,3,u,875000.0,S,hockingstuart,3/09/2016,13.0,3204.0,3.0,1.0,2.0,348.0,121.0,1950.0,Glen Eira,-37.9273,145.0479,Southern Metropolitan,6795.0
700,Bentleigh,11 Rogers Rd,3,h,1425000.0,S,Buxton,3/12/2016,13.0,3204.0,3.0,2.0,2.0,613.0,143.0,1960.0,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795.0
704,Bentleigh,37 Godfrey St,4,h,2700000.0,S,hockingstuart,4/06/2016,13.0,3204.0,4.0,3.0,2.0,628.0,,,Glen Eira,-37.9155,145.0401,Southern Metropolitan,6795.0
708,Bentleigh,13 Somers St,3,h,1317500.0,S,Buxton,4/06/2016,13.0,3204.0,3.0,1.0,1.0,576.0,127.0,1945.0,Glen Eira,-37.9149,145.0254,Southern Metropolitan,6795.0
712,Bentleigh,8 Rose St,4,h,2435000.0,S,Buxton,6/08/2016,13.0,3204.0,3.0,2.0,2.0,795.0,250.0,1928.0,Glen Eira,-37.9166,145.0314,Southern Metropolitan,6795.0
716,Bentleigh,592 Centre Rd,3,h,1125000.0,S,hockingstuart,8/10/2016,13.0,3204.0,3.0,1.0,2.0,584.0,116.0,1948.0,Glen Eira,-37.9199,145.0477,Southern Metropolitan,6795.0
720,Bentleigh,4 Gordon St,3,h,1340000.0,S,hockingstuart,10/09/2016,13.0,3204.0,3.0,2.0,1.0,526.0,135.0,1910.0,Glen Eira,-37.9279,145.031,Southern Metropolitan,6795.0
724,Bentleigh,1/30 Daley St,2,h,855000.0,SP,Marshall,10/12/2016,13.0,3204.0,2.0,1.0,1.0,296.0,103.0,1940.0,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795.0
728,Bentleigh,9 Yawla St,4,h,2255000.0,S,hockingstuart,10/12/2016,13.0,3204.0,4.0,3.0,2.0,557.0,353.0,2008.0,Glen Eira,-37.9132,145.0251,Southern Metropolitan,6795.0
732,Bentleigh,11 Somers St,4,h,1450000.0,S,hockingstuart,12/11/2016,13.0,3204.0,4.0,1.0,1.0,567.0,,,Glen Eira,-37.9149,145.0252,Southern Metropolitan,6795.0
736,Bentleigh,6 Atkinson St,3,h,1293000.0,S,Buxton,15/10/2016,13.0,3204.0,3.0,1.0,1.0,632.0,108.0,1950.0,Glen Eira,-37.9282,145.0367,Southern Metropolitan,6795.0
740,Bentleigh,4a Rosina St,4,t,1247000.0,S,hockingstuart,15/10/2016,13.0,3204.0,4.0,2.0,3.0,354.0,255.0,2008.0,Glen Eira,-37.9326,145.0441,Southern Metropolitan,6795.0
744,Bentleigh,43 Wavell St,4,h,1560000.0,PI,Buxton,16/04/2016,13.0,3204.0,4.0,3.0,1.0,695.0,,,Glen Eira,-37.9149,145.0469,Southern Metropolitan,6795.0
748,Bentleigh,59b Fromer St,3,t,1275000.0,S,hockingstuart,17/09/2016,13.0,3204.0,3.0,2.0,2.0,309.0,,,Glen Eira,-37.9287,145.0461,Southern Metropolitan,6795.0
752,Bentleigh,2/1 Corbie St,3,t,825000.0,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,147.0,149.0,2007.0,Glen Eira,-37.9317,145.0352,Southern Metropolitan,6795.0
756,Bentleigh,147 Tucker Rd,4,h,1355000.0,S,hockingstuart,18/06/2016,13.0,3204.0,4.0,2.0,3.0,591.0,,,Glen Eira,-37.9215,145.0505,Southern Metropolitan,6795.0
760,Bentleigh,2 Marquis Rd,3,h,895000.0,S,Buxton,22/05/2016,13.0,3204.0,3.0,1.0,2.0,0.0,,,Glen Eira,-37.9307,145.0444,Southern Metropolitan,6795.0
764,Bentleigh,11 Wilson St,4,h,2520000.0,PI,Buxton,22/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795.0
768,Bentleigh,43 Godfrey St,5,h,1900000.0,S,Woodards,25/02/2017,13.0,3204.0,5.0,2.0,2.0,567.0,250.0,1926.0,Glen Eira,-37.9144,145.0401,Southern Metropolitan,6795.0
772,Bentleigh,1a Werona St,2,t,670000.0,PI,Buxton,26/07/2016,13.0,3204.0,2.0,2.0,1.0,123.0,90.0,2007.0,Glen Eira,-37.9307,145.0379,Southern Metropolitan,6795.0
776,Bentleigh,17 Smith St,6,h,1900000.0,S,hockingstuart,27/11/2016,13.0,3204.0,6.0,3.0,2.0,708.0,275.0,1988.0,Glen Eira,-37.9181,145.04399999999995,Southern Metropolitan,6795.0
780,Bentleigh,22 Hutchinson St,5,h,1385000.0,S,Buxton,28/08/2016,13.0,3204.0,5.0,2.0,2.0,664.0,178.0,1950.0,Glen Eira,-37.9241,145.048,Southern Metropolitan,6795.0
784,Bentleigh,11 Wilson St,4,h,2620000.0,S,Buxton,28/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795.0
788,Bentleigh East,1/69 Purtell St,3,t,760000.0,PI,hockingstuart,3/09/2016,13.9,3165.0,3.0,1.0,2.0,287.0,,,Glen Eira,-37.9261,145.0566,Southern Metropolitan,10969.0
792,Bentleigh East,19 Denver St,5,h,1275000.0,SP,Buxton,3/12/2016,13.9,3165.0,5.0,2.0,2.0,683.0,190.0,1960.0,Glen Eira,-37.9333,145.0602,Southern Metropolitan,10969.0
796,Bentleigh East,38 Edinburgh St,4,h,1270000.0,S,C21,4/03/2017,13.9,3165.0,4.0,2.0,1.0,0.0,,,Glen Eira,-37.9174,145.0717,Southern Metropolitan,10969.0
800,Bentleigh East,2/25 Birdwood St,2,u,495000.0,S,Woodards,4/06/2016,13.9,3165.0,2.0,1.0,1.0,76.0,79.0,1980.0,Glen Eira,-37.91,145.0842,Southern Metropolitan,10969.0
804,Bentleigh East,17a Edinburgh St,3,t,830000.0,PI,Buxton,4/06/2016,13.9,3165.0,0.0,2.0,2.0,292.0,141.0,2012.0,Glen Eira,-37.9168,145.069,Southern Metropolitan,10969.0
808,Bentleigh East,34b Lesden St,4,t,1210000.0,S,hockingstuart,6/08/2016,13.9,3165.0,3.0,3.0,2.0,291.0,222.0,2014.0,Glen Eira,-37.9347,145.0546,Southern Metropolitan,10969.0
812,Bentleigh East,96 Brady Rd,3,h,1050000.0,S,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,2.0,627.0,140.0,1950.0,Glen Eira,-37.9284,145.0668,Southern Metropolitan,10969.0
816,Bentleigh East,33 Molden St,3,h,1400000.0,PI,hockingstuart,7/05/2016,13.9,3165.0,3.0,2.0,2.0,653.0,,,Glen Eira,-37.9069,145.0568,Southern Metropolitan,10969.0
820,Bentleigh East,1/6 Richard St,2,u,651000.0,S,Gary,7/05/2016,13.9,3165.0,2.0,1.0,1.0,265.0,150.0,1960.0,Glen Eira,-37.9223,145.0747,Southern Metropolitan,10969.0
824,Bentleigh East,4/19 Gray St,1,u,370000.0,PI,Buxton,8/10/2016,13.9,3165.0,1.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.9205,145.0528,Southern Metropolitan,10969.0
828,Bentleigh East,21 Wards Gr,4,h,1206000.0,S,Hodges,8/10/2016,13.9,3165.0,4.0,1.0,1.0,636.0,138.0,1940.0,Glen Eira,-37.925,145.0612,Southern Metropolitan,10969.0
832,Bentleigh East,87 Parkmore Rd,4,h,1415000.0,S,Buxton,10/09/2016,13.9,3165.0,4.0,2.0,2.0,604.0,177.0,1970.0,Glen Eira,-37.9153,145.0707,Southern Metropolitan,10969.0
836,Bentleigh East,18 May St,3,h,1550000.0,S,Paul,10/12/2016,13.9,3165.0,3.0,1.0,1.0,581.0,,,Glen Eira,-37.9177,145.0535,Southern Metropolitan,10969.0
840,Bentleigh East,41 Bradford St,3,h,845000.0,S,Ray,12/11/2016,13.9,3165.0,3.0,2.0,2.0,295.0,145.0,1998.0,Glen Eira,-37.9239,145.0781,Southern Metropolitan,10969.0
844,Bentleigh East,13 Norville St,3,h,1165000.0,S,Buxton,12/11/2016,13.9,3165.0,3.0,1.0,1.0,732.0,,,Glen Eira,-37.9334,145.0667,Southern Metropolitan,10969.0
848,Bentleigh East,53 Purtell St,3,h,1307000.0,S,Woodards,13/08/2016,13.9,3165.0,3.0,2.0,4.0,684.0,,,Glen Eira,-37.926,145.0551,Southern Metropolitan,10969.0
852,Bentleigh East,2/15 Liverpool St,3,t,805000.0,S,hockingstuart,14/05/2016,13.9,3165.0,3.0,2.0,1.0,268.0,117.0,2000.0,Glen Eira,-37.9196,145.0691,Southern Metropolitan,10969.0
856,Bentleigh East,32a Argyle St,3,t,920000.0,S,Buxton,16/04/2016,13.9,3165.0,3.0,2.0,1.0,343.0,,,Glen Eira,-37.9112,145.0738,Southern Metropolitan,10969.0
860,Bentleigh East,21 Highview Rd,2,h,722000.0,S,Buxton,16/04/2016,13.9,3165.0,2.0,2.0,1.0,201.0,79.0,2005.0,Glen Eira,-37.9293,145.0657,Southern Metropolitan,10969.0
864,Bentleigh East,2/34 Adrian St,3,u,720000.0,PI,Gary,16/07/2016,13.9,3165.0,3.0,2.0,1.0,228.0,,1996.0,Glen Eira,-37.9329,145.0617,Southern Metropolitan,10969.0
868,Bentleigh East,53 Molden St,2,u,761000.0,S,Ray,16/07/2016,13.9,3165.0,2.0,1.0,2.0,282.0,,,Glen Eira,-37.9073,145.0599,Southern Metropolitan,10969.0
872,Bentleigh East,48a Celia St,4,t,1250000.0,PI,Buxton,17/09/2016,13.9,3165.0,4.0,2.0,2.0,314.0,231.0,2010.0,Glen Eira,-37.9299,145.0598,Southern Metropolitan,10969.0
876,Bentleigh East,8 Leo St,4,h,1110000.0,S,Buxton,17/09/2016,13.9,3165.0,4.0,2.0,2.0,583.0,176.0,1960.0,Glen Eira,-37.9262,145.0624,Southern Metropolitan,10969.0
880,Bentleigh East,601 South Rd,3,h,900000.0,VB,Beller,17/09/2016,13.9,3165.0,3.0,1.0,3.0,780.0,140.0,1940.0,Glen Eira,-37.9347,145.0507,Southern Metropolitan,10969.0
884,Bentleigh East,2/40 Francesco St,3,t,970000.0,S,Matthew,18/03/2017,13.9,3165.0,3.0,2.0,2.0,267.0,156.0,2000.0,Glen Eira,-37.9176,145.0566,Southern Metropolitan,10969.0
888,Bentleigh East,1002 North Rd,3,h,823000.0,S,C21,18/03/2017,13.9,3165.0,3.0,2.0,2.0,213.0,143.0,2003.0,Glen Eira,-37.9079,145.0707,Southern Metropolitan,10969.0
892,Bentleigh East,1/38 Kennedy St,4,t,1045000.0,S,Buxton,18/06/2016,13.9,3165.0,4.0,2.0,1.0,316.0,190.0,2010.0,Glen Eira,-37.9198,145.0789,Southern Metropolitan,10969.0
896,Bentleigh East,3 Molden St,5,h,1550000.0,S,Hodges,18/06/2016,13.9,3165.0,5.0,3.0,2.0,623.0,257.0,1950.0,Glen Eira,-37.9066,145.0541,Southern Metropolitan,10969.0
900,Bentleigh East,31b Purtell St,4,t,1465000.0,S,Buxton,18/06/2016,13.9,3165.0,3.0,2.0,2.0,319.0,256.0,2015.0,Glen Eira,-37.9256,145.0533,Southern Metropolitan,10969.0
904,Bentleigh East,14 Florence St,3,h,977000.0,S,Buxton,19/11/2016,13.9,3165.0,3.0,1.0,2.0,543.0,163.0,1970.0,Glen Eira,-37.9242,145.0705,Southern Metropolitan,10969.0
908,Bentleigh East,40 Chesterville Dr,3,h,1115000.0,SP,hockingstuart,22/05/2016,13.9,3165.0,3.0,2.0,2.0,1080.0,,,Glen Eira,-37.9233,145.0674,Southern Metropolitan,10969.0
912,Bentleigh East,39 Shrewsbury St,4,h,1365000.0,PI,Marshall,22/05/2016,13.9,3165.0,4.0,1.0,1.0,582.0,151.0,1960.0,Glen Eira,-37.9129,145.0598,Southern Metropolitan,10969.0
916,Bentleigh East,6/1126 North Rd,2,u,340000.0,VB,Gary,22/08/2016,13.9,3165.0,2.0,1.0,1.0,0.0,,2012.0,Glen Eira,-37.9096,145.0843,Southern Metropolitan,10969.0
920,Bentleigh East,23 Gardeners Rd,3,h,1405000.0,S,Woodards,24/09/2016,13.9,3165.0,3.0,1.0,1.0,764.0,,,Glen Eira,-37.9143,145.0629,Southern Metropolitan,10969.0
924,Bentleigh East,2A Barrani St,4,t,1325000.0,S,Buxton,25/02/2017,13.9,3165.0,4.0,4.0,2.0,363.0,265.0,2012.0,Glen Eira,-37.9116,145.0686,Southern Metropolitan,10969.0
928,Bentleigh East,98 Brady Rd,4,h,1175000.0,S,RT,25/02/2017,13.9,3165.0,4.0,2.0,2.0,620.0,158.0,1980.0,Glen Eira,-37.9281,145.0669,Southern Metropolitan,10969.0
932,Bentleigh East,370 McKinnon Rd,2,h,1630000.0,S,C21,25/02/2017,13.9,3165.0,2.0,1.0,2.0,724.0,,,Glen Eira,-37.9135,145.0557,Southern Metropolitan,10969.0
936,Bentleigh East,30 Browns Rd,2,u,772500.0,S,Anderson,27/06/2016,13.9,3165.0,2.0,1.0,2.0,318.0,,,Glen Eira,-37.9218,145.0563,Southern Metropolitan,10969.0
940,Bentleigh East,2/5 Pell St,3,t,882000.0,S,Ray,27/06/2016,13.9,3165.0,3.0,2.0,2.0,208.0,,,Glen Eira,-37.9108,145.0794,Southern Metropolitan,10969.0
944,Bentleigh East,335 Chesterville Rd,4,h,1040000.0,VB,Buxton,27/11/2016,13.9,3165.0,4.0,2.0,2.0,643.0,,,Glen Eira,-37.9295,145.063,Southern Metropolitan,10969.0
948,Bentleigh East,5 Konrad St,3,h,1040000.0,S,Hodges,27/11/2016,13.9,3165.0,3.0,1.0,2.0,625.0,,,Glen Eira,-37.927,145.0645,Southern Metropolitan,10969.0
952,Bentleigh East,2/34 Browns Rd,4,t,1120000.0,PI,Buxton,28/05/2016,13.9,3165.0,3.0,2.0,2.0,209.0,,,Glen Eira,-37.9213,145.0565,Southern Metropolitan,10969.0
956,Bentleigh East,3b Manuka St,3,h,886000.0,S,Ray,28/05/2016,13.9,3165.0,3.0,2.0,1.0,185.0,122.0,2012.0,Glen Eira,-37.9159,145.0787,Southern Metropolitan,10969.0
960,Bentleigh East,9 Colin St,3,h,1241000.0,S,Hodges,28/08/2016,13.9,3165.0,3.0,1.0,1.0,643.0,,,Glen Eira,-37.9237,145.0527,Southern Metropolitan,10969.0
964,Bentleigh East,4 Wingate St,4,h,1472500.0,S,hockingstuart,28/08/2016,13.9,3165.0,4.0,2.0,2.0,592.0,219.0,2013.0,Glen Eira,-37.9351,145.0572,Southern Metropolitan,10969.0
968,Bentleigh East,41 Mawby Rd,3,h,1291000.0,S,hockingstuart,30/07/2016,13.9,3165.0,3.0,1.0,2.0,635.0,,,Glen Eira,-37.9291,145.0538,Southern Metropolitan,10969.0
972,Box Hill,4/425 Station St,4,h,880000.0,S,Ray,4/03/2017,13.1,3128.0,4.0,2.0,2.0,206.0,,2003.0,Whitehorse,-37.828,145.1215,Eastern Metropolitan,4605.0
976,Box Hill,17 Combarton St,3,h,1760000.0,S,Fletchers,10/12/2016,13.1,3128.0,3.0,1.0,0.0,741.0,151.0,1910.0,Whitehorse,-37.8258,145.1246,Eastern Metropolitan,4605.0
980,Box Hill,19 Wavell St,3,h,1412000.0,S,Noel,12/11/2016,13.1,3128.0,3.0,1.0,1.0,590.0,,,Whitehorse,-37.8274,145.1274,Eastern Metropolitan,4605.0
984,Box Hill,3/14 Bedford St,3,t,750000.0,S,Jellis,15/10/2016,13.1,3128.0,3.0,2.0,1.0,150.0,3.0,2000.0,Whitehorse,-37.8287,145.1319,Eastern Metropolitan,4605.0
988,Box Hill,126 Carrington Rd,2,u,616000.0,S,Philip,16/07/2016,13.1,3128.0,3.0,1.0,1.0,155.0,,,Whitehorse,-37.8193,145.1149,Eastern Metropolitan,4605.0
992,Box Hill,12 Pendle St,4,h,1506000.0,S,hockingstuart,17/09/2016,13.1,3128.0,4.0,2.0,3.0,669.0,,,Whitehorse,-37.81800000000001,145.1354,Eastern Metropolitan,4605.0
996,Box Hill,19 Kent Rd,3,h,928000.0,S,Lindellas,18/06/2016,13.1,3128.0,3.0,1.0,1.0,307.0,106.0,1890.0,Whitehorse,-37.8247,145.1206,Eastern Metropolitan,4605.0
1000,Box Hill,10 Cunningham St,4,h,1430000.0,S,Noel,19/11/2016,13.1,3128.0,4.0,2.0,0.0,585.0,,,Whitehorse,-37.8273,145.1289,Eastern Metropolitan,4605.0
1004,Box Hill,14 Collins St,4,h,1670000.0,S,Marshall,25/02/2017,13.1,3128.0,4.0,2.0,2.0,590.0,231.0,1924.0,Whitehorse,-37.8274,145.1242,Eastern Metropolitan,4605.0
1008,Box Hill,2/30 Barkly St,2,u,560000.0,S,Stockdale,28/08/2016,13.1,3128.0,2.0,1.0,1.0,153.0,,1970.0,Whitehorse,-37.8269,145.1305,Eastern Metropolitan,4605.0
1012,Braybrook,1/3 Vine St,3,t,502000.0,SP,Sweeney,4/03/2017,10.8,3019.0,3.0,1.0,1.0,220.0,106.0,2011.0,Maribyrnong,-37.785,144.8561,Western Metropolitan,3589.0
1016,Braybrook,80 South Rd,4,h,645000.0,SP,Biggin,7/11/2016,10.8,3019.0,4.0,2.0,1.0,283.0,154.0,1990.0,Maribyrnong,-37.7908,144.8485,Western Metropolitan,3589.0
1020,Braybrook,21 Hughes St,3,h,575000.0,S,Trimson,10/12/2016,10.8,3019.0,3.0,1.0,3.0,559.0,98.0,1955.0,Maribyrnong,-37.7923,144.852,Western Metropolitan,3589.0
1024,Braybrook,11 Howell Pl,3,h,585000.0,S,Barry,14/05/2016,10.8,3019.0,3.0,2.0,2.0,631.0,,,Maribyrnong,-37.7934,144.8467,Western Metropolitan,3589.0
1028,Braybrook,1 Arthur St,2,h,660000.0,S,Barry,19/11/2016,10.8,3019.0,2.0,1.0,1.0,599.0,,1960.0,Maribyrnong,-37.7908,144.8522,Western Metropolitan,3589.0
1032,Braybrook,1 Moama St,3,h,765000.0,S,GL,25/02/2017,10.8,3019.0,3.0,1.0,1.0,658.0,105.0,1960.0,Maribyrnong,-37.7905,144.8485,Western Metropolitan,3589.0
1036,Braybrook,11/27 Marnoo St,3,h,495000.0,S,Burnham,27/06/2016,10.8,3019.0,3.0,1.0,1.0,158.0,138.0,2005.0,Maribyrnong,-37.7889,144.8465,Western Metropolitan,3589.0
1040,Brighton,802 Hampton St,3,h,1550000.0,VB,Buxton,3/09/2016,11.2,3186.0,3.0,2.0,2.0,663.0,,1940.0,Bayside,-37.9159,145.0068,Southern Metropolitan,10579.0
